itemName,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,prvItemsViewed,prvItemsPurchased,prvItemsAddedToCart,prvItemRevenue,ProductGrowthRate,VisitsGrowthRate
Upright Stool,7,0,1,0,14,0,0,0,0.0,-0.5
Upright Stool,7,0,1,0,14,0,0,0,0.0,-0.5
Metal Vase / Bottle Holder by Gucci 60's,56,0,0,0,5,0,0,0,0.0,10.2
Glass Ashtray DLG Joe Colombo for Arnolfo Di Cambio 60's,1,0,0,0,6,0,0,0,0.0,-0.8333333333333334
60's Circular Candlestick in Gilded Metal,0,0,0,0,0,0,0,0,0.0,0.0
Azteca Collection Ashtray by Fabio Frontini for Arnolfo di Cambio 60's,0,0,0,0,0,0,0,0,0.0,0.0
Crystal Ashtray by Daum 60's,0,0,0,0,0,0,0,0,0.0,0.0
Roma I Squared Red Travertine,9,0,0,0,3,0,0,0,0.0,2.0
Roma I Squared Red Travertine,9,0,0,0,3,0,0,0,0.0,2.0
Roma I Squared Red Travertine,9,0,0,0,3,0,0,0,0.0,2.0
Roma I Squared Red Travertine,9,0,0,0,3,0,0,0,0.0,2.0
Roma I Squared Red Travertine,9,0,0,0,3,0,0,0,0.0,2.0
Roma I Squared Red Travertine,9,0,0,0,3,0,0,0,0.0,2.0
Roma I Squared Red Travertine,9,0,0,0,3,0,0,0,0.0,2.0
Roma I Squared Red Travertine,9,0,0,0,3,0,0,0,0.0,2.0
Roma I Squared Red Travertine,9,0,0,0,3,0,0,0,0.0,2.0
Rivet Side Table | Aluminum,30,0,1,0,27,0,0,0,0.0,0.1111111111111111
Sonora Rattan Table Lamp,5,0,0,0,17,0,0,0,0.0,-0.7058823529411765
Sonora Rattan Table Lamp,5,0,0,0,17,0,0,0,0.0,-0.7058823529411765
Sonora Rattan Table Lamp,5,0,0,0,17,0,0,0,0.0,-0.7058823529411765
Pyramid Hanging Lamp,10,0,0,0,11,0,0,0,0.0,-0.09090909090909091
Pyramid Hanging Lamp,10,0,0,0,11,0,0,0,0.0,-0.09090909090909091
B1 [single stool],33,0,1,0,35,0,0,0,0.0,-0.05714285714285714
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Contrast Border Kilim - Handwoven Rug,24,0,1,0,14,0,2,0,0.0,0.7142857142857143
Domino Bookshelf 02,88,0,1,0,64,0,2,0,0.0,0.375
Bucatini Candle Holder (Brushed Aluminium),69,0,5,0,51,0,6,0,0.0,0.35294117647058826
Lotuso Sea Ceramic,9,0,0,0,3,0,0,0,0.0,2.0
Le Cylindre - Passepoil - Wool Bouclé - Chocolate/Egg White,21,0,0,0,3,0,0,0,0.0,6.0
70's Blue Murano Glass Vide Poche,5,0,0,0,2,0,0,0,0.0,1.5
Origami Vase,1,0,0,0,2,0,0,0,0.0,-0.5
Roma II Dodecagon White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma II Dodecagon White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma II Dodecagon White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma II Dodecagon White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Ornament Candle Holder | Steel | Long,44,0,0,0,64,0,2,0,0.0,-0.3125
Prehistoric Wall Light,7,0,0,0,3,0,0,0,0.0,1.3333333333333333
Spoon Tile Aluminium Sculpture,24,0,4,0,15,0,2,0,0.0,0.6
Salt & Pepper Sio2,5,0,0,0,10,0,0,0,0.0,-0.5
Zig Zag Kilim Runner - Handwoven Rug,11,0,1,0,11,0,1,0,0.0,0.0
Zig Zag Kilim Runner - Handwoven Rug,11,0,1,0,11,0,1,0,0.0,0.0
Zig Zag Kilim Runner - Handwoven Rug,11,0,1,0,11,0,1,0,0.0,0.0
The Orange Set of 3 Interior Design and Art Books,15,0,0,0,12,0,0,0,0.0,0.25
Oath Chair,28,0,1,0,20,0,0,0,0.0,0.4
Plexiglass Vase by Luigi Massoni for Guzzini 70's,6,0,0,0,6,0,0,0,0.0,0.0
Roma I Squared White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma I Squared White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma I Squared White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma I Squared White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma I Squared White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma I Squared White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma I Squared White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma I Squared White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Roma I Squared White Travertine,3,0,0,0,2,0,0,0,0.0,0.5
Sonora Linen Table Lamp,4,0,0,0,1,0,0,0,0.0,3.0
Sonora Linen Table Lamp,4,0,0,0,1,0,0,0,0.0,3.0
Sonora Linen Table Lamp,4,0,0,0,1,0,0,0,0.0,3.0
"Ponds and Breezes #7, 2023",41,0,2,0,27,0,1,0,0.0,0.5185185185185185
Arc Table Lamp,25,0,0,0,12,0,0,0,0.0,1.0833333333333333
Tent Coffee Table,11,0,0,0,14,0,1,0,0.0,-0.21428571428571427
Mamun No. 2 Night Stand,16,0,0,0,11,0,0,0,0.0,0.45454545454545453
Oil & Vinegar Sio2,4,0,0,0,1,0,0,0,0.0,3.0
Gravy boat Sio2,3,0,0,0,2,0,0,0,0.0,0.5
Candleholders Sio2,8,0,0,0,1,0,0,0,0.0,7.0
Abstract Kilim - Handwoven Rug,11,0,0,0,6,0,3,0,0.0,0.8333333333333334
Abstract Kilim - Handwoven Rug,11,0,0,0,6,0,3,0,0.0,0.8333333333333334
Abstract Kilim - Handwoven Rug,11,0,0,0,6,0,3,0,0.0,0.8333333333333334
Abstract Kilim - Handwoven Rug,11,0,0,0,6,0,3,0,0.0,0.8333333333333334
Le Cylindre - Wool Bouclé - Chocolate/Eggshell,23,0,0,0,15,0,1,0,0.0,0.5333333333333333
Mattia Glass Coffee Table,74,0,0,0,92,0,5,0,0.0,-0.1956521739130435
Mattia Glass Coffee Table,74,0,0,0,92,0,5,0,0.0,-0.1956521739130435
Mattia Glass Coffee Table,74,0,0,0,92,0,5,0,0.0,-0.1956521739130435
Mattia Glass Coffee Table,74,0,0,0,92,0,5,0,0.0,-0.1956521739130435
Small Pleasures by Grace Elizabeth,11,0,0,0,36,0,1,0,0.0,-0.6944444444444444
Waves Kilim Runner - Handwoven Rug,3,0,0,0,1,0,0,0,0.0,2.0
Waves Kilim Runner - Handwoven Rug,3,0,0,0,1,0,0,0,0.0,2.0
Waves Kilim Runner - Handwoven Rug,3,0,0,0,1,0,0,0,0.0,2.0
Waves Kilim Runner - Handwoven Rug,3,0,0,0,1,0,0,0,0.0,2.0
Le Rond - Moyen - Wool Bouclé - Egg White,6,0,1,0,3,0,0,0,0.0,1.0
Shelf Library Single Section | Stainless Steel | H1852 / W80,23,0,0,0,17,0,0,0,0.0,0.35294117647058826
Michael De Feo: Out of Fashion,2,0,0,0,0,0,0,0,0.0,0.0
Onde Mirror (Large),17,0,0,0,17,0,0,0,0.0,0.0
Coklat Night Stand,16,0,0,0,6,0,0,0,0.0,1.6666666666666667
Coklat Drawer,6,0,1,0,12,0,0,0,0.0,-0.5
Luna Chair II,19,0,0,0,25,0,0,0,0.0,-0.24
Biskut Coffee Table,4,0,0,0,8,0,0,0,0.0,-0.5
Onde Shelf,13,0,0,0,15,0,0,0,0.0,-0.13333333333333333
Onde Table,7,0,0,0,14,0,0,0,0.0,-0.5
Onde Round Table,5,0,1,0,7,0,0,0,0.0,-0.2857142857142857
Squares Kilim Pomegranate - Handwoven Rug,10,0,0,0,13,0,1,0,0.0,-0.23076923076923078
Squares Kilim Pomegranate - Handwoven Rug,10,0,0,0,13,0,1,0,0.0,-0.23076923076923078
Squares Kilim Pomegranate - Handwoven Rug,10,0,0,0,13,0,1,0,0.0,-0.23076923076923078
Ecru Pitcher Set,10,0,0,0,8,0,1,0,0.0,0.25
N11 Lamp,2,0,0,0,6,0,0,0,0.0,-0.6666666666666666
Arko Black Ceramic,10,0,3,0,6,0,3,0,0.0,0.6666666666666666
Arko Black Ceramic,10,0,3,0,6,0,3,0,0.0,0.6666666666666666
Le Rond - Passepoil - Wool Bouclé - Egg White/Chocolate,6,0,0,0,2,0,0,0,0.0,2.0
Le Carré - Wool Bouclé - Sawdust/Eggshell,3,0,0,0,3,0,0,0,0.0,0.0
Le Carré - Wool Bouclé - Chocolate/Eggshell,6,0,0,0,8,0,0,0,0.0,-0.25
Le Cylindre - Cotton Corduroy - Espresso/Chalk,3,0,0,0,1,0,0,0,0.0,2.0
Shelf Library Single Section | Stainless Steel | H1084 / W40,3,0,0,0,4,0,0,0,0.0,-0.25
Ornament Candle Holder | Steel | Round,5,0,0,0,3,0,0,0,0.0,0.6666666666666666
Rivet Case | Aluminum,37,0,0,0,26,0,0,0,0.0,0.4230769230769231
No. 22 Wall Piece,7,0,0,0,15,0,2,0,0.0,-0.5333333333333333
Katoptris Gold Wall Light,3,0,0,0,1,0,0,0,0.0,2.0
Katoptris Nickel,7,0,0,0,6,0,0,0,0.0,0.16666666666666666
Striped Ottoman,9,0,0,0,12,0,0,0,0.0,-0.25
Onde Mirror Round (Teak/Black),10,0,0,0,10,0,0,0,0.0,0.0
Onde Mirror (Round),4,0,0,0,1,0,0,0,0.0,3.0
Shapes Kilim - Ochre & Walnut - Handwoven Rug,7,0,0,0,9,0,0,0,0.0,-0.2222222222222222
Shapes Kilim - Ochre & Walnut - Handwoven Rug,7,0,0,0,9,0,0,0,0.0,-0.2222222222222222
Shapes Kilim - Ochre & Walnut - Handwoven Rug,7,0,0,0,9,0,0,0,0.0,-0.2222222222222222
Shapes Kilim - Ochre & Walnut - Handwoven Rug,7,0,0,0,9,0,0,0,0.0,-0.2222222222222222
Navy Anar Kilim Runner - Handwoven Rug,5,0,0,0,3,0,0,0,0.0,0.6666666666666666
Navy Anar Kilim Runner - Handwoven Rug,5,0,0,0,3,0,0,0,0.0,0.6666666666666666
Navy Anar Kilim Runner - Handwoven Rug,5,0,0,0,3,0,0,0,0.0,0.6666666666666666
Waves Kilim Runner - Handwoven Rug,3,0,0,0,1,0,0,0,0.0,2.0
Waves Kilim Runner - Handwoven Rug,3,0,0,0,1,0,0,0,0.0,2.0
Waves Kilim Runner - Handwoven Rug,3,0,0,0,1,0,0,0,0.0,2.0
Stacking Chair 02,21,0,0,0,22,0,2,0,0.0,-0.045454545454545456
Narcissus Catchall,26,0,2,0,9,0,0,0,0.0,1.8888888888888888
Narcissus Catchall,26,0,2,0,9,0,0,0,0.0,1.8888888888888888
The Wall Cabinet,123,0,2,0,96,0,2,0,0.0,0.28125
Himalaya - Mixed Media on Canvas,20,0,0,0,17,0,0,0,0.0,0.17647058823529413
Iceberg - Collage on Canvas,28,0,0,0,36,0,0,0,0.0,-0.2222222222222222
Hula Hula,28,0,0,0,18,0,0,0,0.0,0.5555555555555556
Darn that Dream,9,0,0,0,6,0,1,0,0.0,0.5
no. 142 Silverware Seashell Cutlery Set,10,0,0,0,15,0,1,0,0.0,-0.3333333333333333
Calici Milanesi — Wine Glass,37,0,3,0,45,0,1,0,0.0,-0.17777777777777778
Edward Weston's Iconic Photography Book,36,0,2,0,26,0,2,0,0.0,0.38461538461538464
No. 22 in Sun,10,0,1,0,24,0,1,0,0.0,-0.5833333333333334
Teapot Naoko by C.Jorgensen,2,0,0,0,5,0,0,0,0.0,-0.6
STATERA Coffee Table,65,0,0,0,27,0,0,0,0.0,1.4074074074074074
Psychedelic Mirror,273,0,5,0,187,0,10,0,0.0,0.45989304812834225
Tomasso Oak Dining Table,21,0,2,0,24,0,1,0,0.0,-0.125
Tomasso Oak Dining Table,21,0,2,0,24,0,1,0,0.0,-0.125
Tomasso Oak Dining Table,21,0,2,0,24,0,1,0,0.0,-0.125
Tomasso Oak Dining Table,21,0,2,0,24,0,1,0,0.0,-0.125
Tomasso Oak Dining Table,21,0,2,0,24,0,1,0,0.0,-0.125
Tomasso Oak Dining Table,21,0,2,0,24,0,1,0,0.0,-0.125
Persillé Dining Table,89,0,0,0,94,0,1,0,0.0,-0.05319148936170213
Persillé Dining Table,89,0,0,0,94,0,1,0,0.0,-0.05319148936170213
Persillé Dining Table,89,0,0,0,94,0,1,0,0.0,-0.05319148936170213
Persillé Dining Table,89,0,0,0,94,0,1,0,0.0,-0.05319148936170213
Sukhasana Mini Bowl in Sun,7,0,1,0,9,0,0,0,0.0,-0.2222222222222222
Wall Light 2022,40,0,1,0,18,0,2,0,0.0,1.2222222222222223
Wall Light 2022,40,0,1,0,18,0,2,0,0.0,1.2222222222222223
Portela Armchair,27,0,0,0,19,0,0,0,0.0,0.42105263157894735
Paris Living Rooms by Dominique Nabokov,9,0,0,0,6,0,0,0,0.0,0.5
Poolside with Slim Aarons,3,0,0,0,4,0,0,0,0.0,-0.25
The Spirit of Chairs Book by Nicolas Polli,11,0,0,0,9,0,0,0,0.0,0.2222222222222222
Fun Guy Pendant - Large (Parrot Waxcap),3,0,0,0,1,0,0,0,0.0,2.0
Fun Guy Pendant - Large (Parrot Waxcap),3,0,0,0,1,0,0,0,0.0,2.0
The Artist's Books: Francesca Woodman,38,0,0,0,20,0,0,0,0.0,0.9
Ellsworth Kelly: Postcards,3,0,0,0,3,0,0,0,0.0,0.0
Holiday Magazine France April 1957,5,0,0,0,2,0,0,0,0.0,1.5
Arko Green Marble,3,0,0,0,6,0,1,0,0.0,-0.5
Arko Green Marble,3,0,0,0,6,0,1,0,0.0,-0.5
MEMORY SERIES #08,15,0,3,0,5,0,0,0,0.0,2.0
Parmigiano Coffee Table,28,0,0,0,27,0,0,0,0.0,0.037037037037037035
Parmigiano Coffee Table,28,0,0,0,27,0,0,0,0.0,0.037037037037037035
Fragmentia Triad 03,4,0,0,0,8,0,0,0,0.0,-0.5
Septem,9,0,0,0,15,0,0,0,0.0,-0.4
No. 23 in Sun,21,0,0,0,13,0,0,0,0.0,0.6153846153846154
Coupe De Champagne,48,0,4,0,29,1,0,90,-1.0,0.6551724137931034
Happy Pillow Pink Velvet With Light Green Fringes,6,0,2,0,17,0,1,0,0.0,-0.6470588235294118
Happy Pillow Pink Velvet With Light Green Fringes,6,0,2,0,17,0,1,0,0.0,-0.6470588235294118
Happy Pillow Pink Velvet With Light Green Fringes,6,0,2,0,17,0,1,0,0.0,-0.6470588235294118
Happy Pillow Pink Velvet With Light Green Fringes,6,0,2,0,17,0,1,0,0.0,-0.6470588235294118
Happy Pillow Pink Velvet With Light Green Fringes,6,0,2,0,17,0,1,0,0.0,-0.6470588235294118
Happy Pillow Pink Velvet With Light Green Fringes,6,0,2,0,17,0,1,0,0.0,-0.6470588235294118
John Derian Picture Book,4,0,0,0,6,0,0,0,0.0,-0.3333333333333333
Fun Guy Pendant - Large (Witches Butter),1,0,0,0,1,0,0,0,0.0,0.0
Fun Guy Pendant - Large (Witches Butter),1,0,0,0,1,0,0,0,0.0,0.0
Fun Guy Pendant - Small (Witches Butter),2,0,0,0,2,0,0,0,0.0,0.0
Fun Guy Pendant - Small (Witches Butter),2,0,0,0,2,0,0,0,0.0,0.0
Fun Guy Pendant - Large (Snow Ear),5,0,0,0,1,0,0,0,0.0,4.0
Fun Guy Pendant - Large (Snow Ear),5,0,0,0,1,0,0,0,0.0,4.0
Fun Guy Pendant - Small (Pixies Parasol),3,0,0,0,0,0,0,0,0.0,0.0
Fun Guy Pendant - Small (Pixies Parasol),3,0,0,0,0,0,0,0,0.0,0.0
Fun Guy Pendant - Small (Amethyst Deceiver),0,0,0,0,0,0,0,0,0.0,0.0
Fun Guy Pendant - Small (Amethyst Deceiver),0,0,0,0,0,0,0,0,0.0,0.0
Fun Guy Pendant - Small (Snow Ear),2,0,0,0,0,0,0,0,0.0,0.0
Fun Guy Pendant - Small (Snow Ear),2,0,0,0,0,0,0,0,0.0,0.0
Fluta Double Walnut Wood,8,0,0,0,8,0,0,0,0.0,0.0
Fluta Double Walnut Wood,8,0,0,0,8,0,0,0,0.0,0.0
Wavy Fruit Stand,35,0,0,0,28,0,2,0,0.0,0.25
Hieroglyphic,7,0,0,0,7,0,1,0,0.0,0.0
The Monocle Book of Homes,1,0,0,0,2,0,0,0,0.0,-0.5
Appuntito Plate,7,0,0,0,2,0,0,0,0.0,2.5
Appuntito Vase,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Fun Guy Table Lamp (Amethyst Deceiver),4,0,0,0,2,0,0,0,0.0,1.0
Fun Guy Table Lamp (Parrot Waxcap),3,0,0,0,3,0,0,0,0.0,0.0
Fun Guy Table Lamp (Parrot Waxcap),3,0,0,0,3,0,0,0,0.0,0.0
Fun Guy Table Lamp (Witches Butter),7,0,0,0,10,0,0,0,0.0,-0.3
Fun Guy Table Lamp (Witches Butter),7,0,0,0,10,0,0,0,0.0,-0.3
Fun Guy Table Lamp (Pixies Parasol),1,0,0,0,1,0,0,0,0.0,0.0
Fun Guy Table Lamp (Pixies Parasol),1,0,0,0,1,0,0,0,0.0,0.0
Fun Guy Table Lamp (Snow Ear),1,0,0,0,0,0,0,0,0.0,0.0
Fun Guy Table Lamp (Snow Ear),1,0,0,0,0,0,0,0,0.0,0.0
Folded Stainless Steel Table,14,0,0,0,6,0,0,0,0.0,1.3333333333333333
Stainless Steel Bookshelf,9,0,0,0,13,0,0,0,0.0,-0.3076923076923077
ALU Vase,13,0,0,0,6,0,0,0,0.0,1.1666666666666667
Esoteric Granular Wall Lamp,10,0,0,0,4,0,0,0,0.0,1.5
"Ponds and Breezes #6, 2023",17,0,0,0,14,0,2,0,0.0,0.21428571428571427
"""Lanzarote"" Lamp",0,0,0,0,0,0,0,0,0.0,0.0
"""Brejos"" Floor Lamp",3,0,0,0,0,0,0,0,0.0,0.0
ESCAPISM 108 - Mixed media on canvas,12,0,0,0,9,0,0,0,0.0,0.3333333333333333
ESCAPISM 108 - Mixed media on canvas,12,0,0,0,9,0,0,0,0.0,0.3333333333333333
ESCAPISM 108 - Mixed media on canvas,12,0,0,0,9,0,0,0,0.0,0.3333333333333333
ESCAPISM 108 - Mixed media on canvas,12,0,0,0,9,0,0,0,0.0,0.3333333333333333
ESCAPISM 108 - Mixed media on canvas,12,0,0,0,9,0,0,0,0.0,0.3333333333333333
ESCAPISM 108 - Mixed media on canvas,12,0,0,0,9,0,0,0,0.0,0.3333333333333333
ARCHE 01 - Mixed media on canvas,2,0,0,0,0,0,0,0,0.0,0.0
ARCHE 01 - Mixed media on canvas,2,0,0,0,0,0,0,0,0.0,0.0
ARCHE 01 - Mixed media on canvas,2,0,0,0,0,0,0,0,0.0,0.0
ARCHE 01 - Mixed media on canvas,2,0,0,0,0,0,0,0,0.0,0.0
ARCHE 01 - Mixed media on canvas,2,0,0,0,0,0,0,0,0.0,0.0
The Green Stack - Set of 5 Books,15,0,0,0,27,0,0,0,0.0,-0.4444444444444444
Lotuso White Marble,8,0,0,0,12,0,0,0,0.0,-0.3333333333333333
Table Lamp 01,197,0,2,0,130,0,1,0,0.0,0.5153846153846153
Preservation of Style,5,0,0,0,8,0,0,0,0.0,-0.375
Juergen Teller Handbags,3,0,0,0,2,0,0,0,0.0,0.5
Lucian Freud: New Perspectives,3,0,0,0,8,0,0,0,0.0,-0.625
Leather Coaster Gift Set,15,0,1,0,12,0,1,0,0.0,0.25
Leather Coaster Gift Set,15,0,1,0,12,0,1,0,0.0,0.25
Leather Coaster Gift Set,15,0,1,0,12,0,1,0,0.0,0.25
Leather Coaster Gift Set,15,0,1,0,12,0,1,0,0.0,0.25
Leather Coaster Gift Set,15,0,1,0,12,0,1,0,0.0,0.25
Table Light 2022,35,0,0,0,15,0,1,0,0.0,1.3333333333333333
"""Dinner's Ready"" Glass Sculpture",1,0,0,0,0,0,0,0,0.0,0.0
"""Sintra"" Blue Table Lamp",0,0,1,0,0,0,0,0,0.0,0.0
Pair of Granada Ceiling Lamp,5,0,0,0,7,0,0,0,0.0,-0.2857142857142857
"""Arrabida"" Rattan and Walnut Sideboard",2,0,0,0,2,0,1,0,0.0,0.0
Soeurs Vase,50,0,2,0,22,0,2,0,0.0,1.2727272727272727
Alexandre Table Lamp,6,0,0,0,5,0,0,0,0.0,0.2
Alexandre Table Lamp,6,0,0,0,5,0,0,0,0.0,0.2
Alexandre Table Lamp,6,0,0,0,5,0,0,0,0.0,0.2
Set of 3 Art and Photography Book - The Blue Stack,5,0,0,0,1,0,0,0,0.0,4.0
Stainless wall lamp 02,3,0,0,0,4,0,0,0,0.0,-0.25
Stainless wall lamp 02,3,0,0,0,4,0,0,0,0.0,-0.25
MEMORY SERIES #01,3,0,1,0,5,0,1,0,0.0,-0.4
Leather Pencil Case,13,0,0,0,12,0,2,0,0.0,0.08333333333333333
Leather Pencil Case,13,0,0,0,12,0,2,0,0.0,0.08333333333333333
Leather Pencil Case,13,0,0,0,12,0,2,0,0.0,0.08333333333333333
Leather Pencil Case,13,0,0,0,12,0,2,0,0.0,0.08333333333333333
Leather Pencil Case,13,0,0,0,12,0,2,0,0.0,0.08333333333333333
"Main Double ""Constellation""",0,0,0,0,0,0,0,0,0.0,0.0
Japanese Wall Light,19,0,0,0,6,0,0,0,0.0,2.1666666666666665
Japanese Wall Light,19,0,0,0,6,0,0,0,0.0,2.1666666666666665
"Alberto Giacometti: Dessins, Estampes, Livres Illustrés, Sculptures‎",16,0,0,0,20,0,1,0,0.0,-0.2
Carnets de Gisèle Freund,10,0,0,0,9,0,0,0,0.0,0.1111111111111111
"""Teotihuacan"" Green Ceramic Table Lamp. Barracuda Edition",0,0,0,0,0,0,0,0,0.0,0.0
Sculpture lumineuse Objet_2,8,0,0,0,6,0,0,0,0.0,0.3333333333333333
Happy Pillow Dark Green Velvet With White Fringes,4,0,2,0,1,0,0,0,0.0,3.0
Happy Pillow Dark Green Velvet With White Fringes,4,0,2,0,1,0,0,0,0.0,3.0
Happy Pillow Dark Green Velvet With White Fringes,4,0,2,0,1,0,0,0,0.0,3.0
Happy Pillow Dark Green Velvet With White Fringes,4,0,2,0,1,0,0,0,0.0,3.0
Happy Pillow Dark Green Velvet With White Fringes,4,0,2,0,1,0,0,0,0.0,3.0
Happy Pillow Dark Green Velvet With White Fringes,4,0,2,0,1,0,0,0,0.0,3.0
"""Melides"" Brown Glazed Terracota Lamp",0,0,0,0,0,0,0,0,0.0,0.0
"""Nizwa"" Floor Lamp",0,0,0,0,0,0,0,0,0.0,0.0
"""Nizwa"" Floor Lamp",0,0,0,0,0,0,0,0,0.0,0.0
"""Nizwa"" Floor Lamp",0,0,0,0,0,0,0,0,0.0,0.0
"""Nizwa"" Floor Lamp",0,0,0,0,0,0,0,0,0.0,0.0
"""Melides"" Brown Glazed Terracota Lamp",0,0,0,0,0,0,0,0,0.0,0.0
"""Sevilla"" Lamp",2,0,0,0,0,0,0,0,0.0,0.0
"Small ""Angkor"" Black Glazed Terracotta Lamp",0,0,0,0,0,0,0,0,0.0,0.0
"""Belize"" Green and Black Lamp",0,0,1,0,0,0,0,0,0.0,0.0
"""Bagdad"" Cylindrical Chair",0,0,0,0,0,0,0,0,0.0,0.0
Carrasqueira Table,13,0,0,0,7,0,0,0,0.0,0.8571428571428571
"""Teotihuacan"" Green Ceramic Table Lamp. Barracuda Edition",0,0,0,0,0,0,0,0,0.0,0.0
Black Swan Table Lamp,7,0,1,0,8,0,0,0,0.0,-0.125
Black Swan Table Lamp,7,0,1,0,8,0,0,0,0.0,-0.125
Black Swan Table Lamp,7,0,1,0,8,0,0,0,0.0,-0.125
Dyane Table Lamp,2,0,0,0,2,0,0,0,0.0,0.0
The Hollywoodland Stack - set of 3,3,0,0,0,5,0,0,0,0.0,-0.4
The Green Stack of 5 - Vol. 2,4,0,0,0,15,0,0,0,0.0,-0.7333333333333333
Camber Chair,16,0,1,0,16,0,0,0,0.0,0.0
Stainless Wall Lamp 04,4,0,0,0,15,0,0,0,0.0,-0.7333333333333333
Stainless Wall Lamp 04,4,0,0,0,15,0,0,0,0.0,-0.7333333333333333
Stainless wall lamp 03,3,0,0,0,4,0,0,0,0.0,-0.25
Stainless wall lamp 03,3,0,0,0,4,0,0,0,0.0,-0.25
Stainless wall lamp 01,33,0,0,0,17,0,0,0,0.0,0.9411764705882353
Stainless wall lamp 01,33,0,0,0,17,0,0,0,0.0,0.9411764705882353
Leather Desk Mat,2,0,0,0,2,0,0,0,0.0,0.0
Leather Desk Mat,2,0,0,0,2,0,0,0,0.0,0.0
Leather Desk Mat,2,0,0,0,2,0,0,0,0.0,0.0
Leather Desk Mat,2,0,0,0,2,0,0,0,0.0,0.0
Leather Desk Mat,2,0,0,0,2,0,0,0,0.0,0.0
Ailes Noir Sculptural Vessel,16,0,3,0,9,0,1,0,0.0,0.7777777777777778
Dolce Via: Italy in the 1980's,1,0,0,0,2,0,0,0,0.0,-0.5
L'Art 1900 ou le Style Jule Verne,5,0,0,0,7,0,0,0,0.0,-0.2857142857142857
Signature Dish Brass Sculpture,9,0,0,0,3,0,0,0,0.0,2.0
Juliette Ceiling Light,5,0,0,0,6,0,0,0,0.0,-0.16666666666666666
Magda I Wall Light,7,0,0,0,5,0,0,0,0.0,0.4
Magda I Wall Light,7,0,0,0,5,0,0,0,0.0,0.4
Nova Ceiling Light,4,0,0,0,2,0,0,0,0.0,1.0
Nova Ceiling Light,4,0,0,0,2,0,0,0,0.0,1.0
Leather Remote Working Gift Set,6,0,0,0,12,0,0,0,0.0,-0.5
Leather Remote Working Gift Set,6,0,0,0,12,0,0,0,0.0,-0.5
Leather Remote Working Gift Set,6,0,0,0,12,0,0,0,0.0,-0.5
Leather Remote Working Gift Set,6,0,0,0,12,0,0,0,0.0,-0.5
Leather Remote Working Gift Set,6,0,0,0,12,0,0,0,0.0,-0.5
Leather Desk Gift Set,5,0,0,0,5,0,0,0,0.0,0.0
Leather Desk Gift Set,5,0,0,0,5,0,0,0,0.0,0.0
Leather Desk Gift Set,5,0,0,0,5,0,0,0,0.0,0.0
Leather Desk Gift Set,5,0,0,0,5,0,0,0,0.0,0.0
